"Works Order,""Works Order Aircraft"",""Works Order Description"",""Part Number"",""Part Type"",""Stock Group"",Description,""Unit Of Measure"",Date,""Req Number"",""Requested By"",""WorkCard or NRC"",Chargeable,""Batch Number"",Qty,""Bin Location"",""Warehouse Code"",""Warehouse Owner Account Code"",""Serial No"",""Total Cost In Local"",""Unit Price In Local"",""Total Cost In Currency"",""Unit Price In Currency"",""Currency Code"",""Acquistion Value of Rotable"",""Cost Centre"",""End Use Code"",""General Ledger Code"",""Batch / Unit Owner"",""Transaction Time"",""Approved Cert"",""Suppliers Batch number"",""Override Cost"",Serviceable,""Customer Ref."",""Works Order Account"",""Batch Notes"",""AWB Reference"",""Sales Price (Per Unit)"",""Sales Price"",""Aircraft Type"",""W/O Start Date"",""W/O End Date"",""SFDC Prohibition Date"",""W/O Status"",""Order Number"",""Stock End Use"",""Stock GL Code"",""Issuer Name"",""Req Created By"",""Req Delivery Instructions"",""Req Remark 1"",""Req Remark 2"",""Req Remark 3"",""Req Remark 4"",""Unit/Batch Originally Received Warehouse"",""Shelf Life Date"",""Goods Received Date"",""Rotable Inherited Acquisition Value (Local)"",""Authorised for issue flag"",""Date Authorised"",""Authorised By"",""Workshop Repair Order"",""Workshop Repair Order Item"",""Workshop Repair Order Works Order Number"",""Workshop Repair Order Works Order A/C"",""Workshop Repair Order Works Order Desc"",""Workshop Order Account Location"",""Condition Release Type"",""Incoming AWB Ref"",""Outgoing AWB Ref"",""Incoming AWB Date"",""Outgoing AWB Date"",""Reduce Rotable Float Y/N"",""Issued To""";;;
"015219,UR-DNG,""1A+2A+5A+ZNL+STR+CPCP+OOP+1C"",77702,R,RO,""BLACK PAINT RAL9005"",EA,2022-05-29,026508,VELESNYTSKYI,,,036361,1,EC00,DNK,,0221230012,5110,5110.00,5110.00,5110.00,UAH,,,,,""FS01 - WINDROSE AIRLINES                  "",21:35:04,10/THUKRAVIASNAB-02,,0,S,,FS04,,,,0.00,5,2017-09-11,2018-07-02,,Closed,P0011209,A,,""maneliuk Anton"",""Velesnytskyi Denys"",,""Black pain neccessary for restore"",""top-coat and restore registration number"",""on all Emb-145"",,DNK,2023-08-31,2021-09-15,5110,,,,,,,,,,NEW/,,,,,N,";;;
"015219,UR-DNG,""1A+2A+5A+ZNL+STR+CPCP+OOP+1C"",77702,R,RO,""BLACK PAINT RAL9005"",EA,2022-05-29,026508,VELESNYTSKYI,,,036369,1,EC00,DNK,,""NA      "",5110,5110.00,5110.00,5110.00,UAH,,,,,""FS01 - WINDROSE AIRLINES                  "",21:35:35,10/THUKRAVIASNAB-02,,0,S,,FS04,,,,0.00,5,2017-09-11,2018-07-02,,Closed,P0011209,A,,""maneliuk Anton"",""Velesnytskyi Denys"",,""Black pain neccessary for restore"",""top-coat and restore registration number"",""on all Emb-145"",,DNK,2023-08-31,2021-09-15,5110,,,,,,,,,,NEW/,,,,,N,";;;
"021229,UR-DNR,""1C+1A+3A+4A+STR+CPCP+OOP+Add Works"",99330,C,CO,ACTIVATOR,LI,2022-05-29,050413,Boreiko,,,032880,2,EC00,DNK,,""        "",2706,1353.00,2706.00,1353.00,UAH,,,,,""FS01 - WINDROSE AIRLINES                  "",21:13:09,COC,0220238101,0,S,,,,,,0.00,,2019-02-18,2020-02-20,,Closed,P0010056,I,,""maneliuk Anton"",""Stock Boreyko"",,""021229 - 1C+1A+3A+4A+STR+CPCP+OOP+Add"",""Works C-check UR-DNR"",""comfirmed by velesnitskiy"",,DNK,2023-09-30,2020-11-13,,,,,,,,,,,NEW/,,,,,N,";;;
"021229,UR-DNR,""1C+1A+3A+4A+STR+CPCP+OOP+Add Works"",99330,C,CO,ACTIVATOR,LI,2022-05-29,050413,Boreiko,,,032880,-2,EC00,DNK,,""        "",-2706,-1353.00,-2706.00,-1353.00,UAH,,,,,""FS01 - WINDROSE AIRLINES                  "",21:14:24,COC,0220238101,0,S,,,,,,0.00,,2019-02-18,2020-02-20,,Closed,P0010056,I,,""maneliuk Anton"",""Stock Boreyko"",,""021229 - 1C+1A+3A+4A+STR+CPCP+OOP+Add"",""Works C-check UR-DNR"",""comfirmed by velesnitskiy"",,DNK,2023-09-30,2020-11-13,,,,,,,,,,,NEW/,,,,,N,";;;
"030060,UR-RWC,""TRN ATR72 WO for OJT DNK"",KB49-485,C,CO,FOIL,Metre,2022-11-04,076181,MELNIK,,,034113,1,ES177,DNK,,""        "",194.97,194.97,24.40,24.40,USD,,,,,""FS01 - WINDROSE AIRLINES                  "",15:48:51,NEW,,0,U,,,""Auto-changed to U/S on 02Nov2022 due to shelf life expiry             "",,,0.00,01,2021-05-06,2021-07-30,,Closed,P0010577,I,,""Roslyakov Yevhen"",""Roslyakov Yevhen"",,""Created By 0K  USING Process MOVAD"",,,,DNK,2022-11-01,2021-03-04,,,,,,,,,,,NEW/,,,,,N,";;;
"032196,UR-WRX,""Replace LH and RH windshield"",3MSC0TCHWELD3524BA,C,CO,""COMPOUND,VOID FILLER   LOW DENSITY"",EA,2022-05-29,072363,SOKURENKO,,,036498,1,EC00,DNK,,""        "",19175,19175.00,19175.00,19175.00,UAH,,,,,""FS01 - WINDROSE AIRLINES                  "",21:27:59,""CofC#WITHOUT"",,0,S,,,,,,0.00,,2021-10-08,2021-12-30,,Closed,P0011211,I,,""maneliuk Anton"",""Evgeniy Sokurenko"",,,,,,DNK,2022-06-01,2021-09-24,,,,,,,,,,,NEW/,,,,,N,";;;
"033101,UR-WRJ,""REMOVAL/INSTALLATION OF CVR"",07448,C,CO,SCOTCHBRITEGREY,EA,2022-05-29,076170,VELESNYTSKYI,,,024940,20,ES225,DNK,,""        "",823.2,41.16,823.20,41.16,UAH,,,,,""FS01 - WINDROSE AIRLINES                  "",21:41:26,new,,0,S,,,,,,0.00,,2021-12-23,2021-12-25,,Closed,P0007848,I,,""maneliuk Anton"",""maneliuk Anton"",,""Created By 0q  USING Process MOVAD"",,,,DNK,,2019-02-24,,,,,,,,,,,NEW/,,,,,N,";;;
"033101,UR-WRJ,""REMOVAL/INSTALLATION OF CVR"",411-77U616,C,CO,""Mankiewicz Alexit HS Top Coat Pantone 411-77 U616 Green"",LI,2022-05-29,076163,Velisnitskyi,,,037339,4,EC00,DNK,,""        "",21866.8,5466.70,21866.80,5466.70,UAH,,,,,""FS01 - WINDROSE AIRLINES                  "",21:02:45,COC,,0,S,,,,,,0.00,03,2021-12-23,2021-12-25,,Closed,P0011210,I,,""maneliuk Anton"",""maneliuk Anton"",,""Created By 0q  USING Process MOVAD"",,,,DNK,2023-09-30,2021-12-01,,,,,,,,,,,NEW/,,,,,N,";;;
"033101,UR-WRJ,""REMOVAL/INSTALLATION OF CVR"",77702BLUE,C,CO,""PAINT BLUE RAL5015"",LI,2022-05-29,076167,Velesnytskyi,,,036362,2,EC00,DNK,,""        "",11072,5536.00,11072.00,5536.00,UAH,,,,,""FS01 - WINDROSE AIRLINES                  "",21:22:32,10/THUKRAVIASNAB-02,,0,S,,,,,,0.00,,2021-12-23,2021-12-25,,Closed,P0011209,I,,""maneliuk Anton"",""maneliuk Anton"",,""Created By 0q  USING Process MOVAD"",,,,DNK,2023-08-31,2021-09-15,,,,,,,,,,,NEW/,,,,,N,";;;
